Location,Fuel Type,bt,km,Transmission,ownerNo,oem,model,modelYear,Displacement,Insurance Validity,No of Cylinder,Color,Values per Cylinder,Engine Type,Seats,Mileage_num,Torque_num,price_num,Power_num,Location_encode,Fuel Type_encode,bt_encode,Transmission_encode,oem_encode,model_encode,Insurance Validity_encode,Color_encode,Engine Type_encode
Chennai,Petrol,Hatchback,20875,Manual,1,Maruti,Maruti Celerio,2021,998,Third Party,3.0,Blue,4.0,K10C,5,25.24,89.0,1.6154199841116479,65.71,1,4,2,1,19,140,4,9,267
Chennai,Petrol,Hatchback,46436,Manual,2,Renault,Renault KWID,2018,799,Third Party,3.0,Black,4.0,Petrol Engine,5,25.17,72.0,1.128171090909654,53.3,1,4,2,1,25,206,4,8,311
Chennai,Petrol,Sedan,127672,Automatic,1,Honda,Honda City,2016,1497,Third Party insurance,4.0,Silver,4.0,i VTEC Engine,5,18.0,145.0,1.8562979903656263,117.3,1,4,8,0,7,56,5,108,429
Chennai,Petrol,SUV,12814,Manual,1,Hyundai,Hyundai Venue,2021,1197,Third Party,4.0,Green,4.0,Kappa 1.2 L MPi Petrol,5,17.52,113.76,2.1294214739848565,81.86,1,4,7,1,8,77,4,54,286
Chennai,Diesel,SUV,26000,Manual,1,Tata,Tata New Safari,2022,1956,Third Party,4.0,Blue,4.0,Kryotec 2.0 L Turbocharged Engine,7,16.14,350.0,2.9391619220655967,167.67,1,1,7,1,27,232,4,9,292
Chennai,Petrol,Hatchback,45851,Manual,1,Hyundai,Hyundai i10,2011,1197,Comprehensive,4.0,Silver,4.0,Kappa Petrol Engine,5,20.36,111.7,1.0577902941478545,78.9,1,4,2,1,8,80,2,108,290
Chennai,Petrol,SUV,36349,Manual,1,Hyundai,Hyundai Venue,2021,998,Comprehensive,3.0,Blue,4.0,Kappa 1.0 L Turbo GDi Petrol,5,18.0,171.6,2.2407096892759584,118.35,1,4,7,1,8,77,2,9,285
Chennai,Petrol,Hatchback,35000,Automatic,1,Volkswagen,Volkswagen Polo,2018,1197,Comprehensive,4.0,Grey,4.0,TSI Petrol Engine,5,17.21,175.0,2.134166441369082,103.5,1,4,2,0,29,260,2,55,357
Chennai,Diesel,SUV,17059,Automatic,1,Tata,Tata New Safari,2021,1956,Comprehensive,4.0,Blue,4.0,Kryotec 2.0 L Turbocharged Engine,7,14.08,350.0,3.0233474405869645,167.67,1,1,7,0,27,232,2,9,292
Chennai,Diesel,SUV,37000,Automatic,1,BMW,BMW X5,2019,2993,Comprehensive,6.0,White,4.0,TwinPower Turbo 6-cylinder engine,5,13.38,620.0,4.343805421853684,261.5,1,1,7,0,1,18,2,129,375
Chennai,Petrol,Hatchback,48163,Manual,2,Maruti,Maruti Wagon R,2016,998,Comprehensive,3.0,Grey,4.0,K10B Petrol Engine,5,20.51,90.0,1.3862943611198906,67.04,1,4,2,1,19,161,2,55,266
Chennai,Petrol,Sedan,40000,Manual,3,Maruti,Maruti Swift Dzire,2013,1197,Third Party insurance,4.0,Others,4.0,K Series VVT Engine,5,19.1,114.0,1.4469189829363254,85.8,1,4,8,1,19,157,5,83,262
Chennai,Diesel,Sedan,150000,Manual,2,Tata,Tata Indigo,2008,1405,Third Party insurance,4.0,Others,2.0,In-Line Engine,5,17.0,13.5,0.6931471805599453,70.0,1,1,8,1,27,228,5,83,249
Chennai,Petrol,Hatchback,20000,Manual,1,Volkswagen,Volkswagen Polo,2020,999,Third Party insurance,3.0,Gray,4.0,1.0L MPI Petrol,5,17.74,95.0,2.0149030205422647,75.1,1,4,2,1,29,260,5,53,20
Chennai,Diesel,SUV,47000,Automatic,1,Hyundai,Hyundai Creta,2019,1582,Comprehensive,4.0,White,4.0,U2 CRDI VGT Engine,5,17.6,259.87,2.8273136219290276,126.2,1,1,7,0,8,66,2,129,383
Chennai,Petrol,Hatchback,112711,Manual,1,Hyundai,Hyundai i10,2013,1197,Comprehensive,4.0,Red,4.0,DOHC Kappa2 Engine,5,20.36,111.8,1.1314021114911006,78.9,1,4,2,1,8,80,2,105,202
Chennai,Diesel,SUV,53000,Automatic,1,Toyota,Toyota Fortuner,2020,2755,Comprehensive,4.0,Brown,4.0,1-GD FTV Engine,7,15.04,450.0,3.6635616461296463,174.5,1,1,7,0,28,248,2,14,9
Chennai,Petrol,Hatchback,65895,Automatic,2,Maruti,Maruti Celerio,2016,998,Comprehensive,3.0,Red,4.0,K10C,5,26.68,89.0,1.4747630091074988,65.71,1,4,2,0,19,140,2,105,267
Chennai,Petrol,SUV,15625,Automatic,1,Mahindra,Mahindra XUV300,2022,1197,Comprehensive,3.0,White,4.0,1.2L Turbo Petrol,5,17.0,200.0,2.3282528397426234,108.6,1,4,7,0,16,128,2,129,53
Chennai,Diesel,Hatchback,107595,Manual,1,Maruti,Maruti Swift,2015,1248,Third Party insurance,4.0,Grey,4.0,DDiS Diesel Engine,5,25.2,190.0,1.7227665977411035,74.0,1,1,2,1,19,156,5,55,193
Chennai,Petrol,Hatchback,23838,Manual,1,Maruti,Maruti Ignis,2017,1197,Comprehensive,4.0,Red,4.0,1.2-Litre VVT Petrol Engine,5,20.89,113.0,1.6714733033535532,81.8,1,4,2,1,19,149,2,105,47
Chennai,Petrol,Hatchback,28975,Manual,1,Maruti,Maruti Alto K10,2015,998,Third Party,3.0,Red,4.0,K10C,5,24.39,89.0,1.172482137234565,65.71,1,4,2,1,19,136,4,105,267
Chennai,Petrol,SUV,30742,Manual,1,Honda,Honda WR-V,2018,1199,Third Party insurance,4.0,Red,4.0,i-VTEC Petrol Engine,5,17.5,110.0,2.0412203288596382,88.7,1,4,7,1,7,62,5,105,436
Chennai,Petrol,Hatchback,10363,Manual,1,Maruti,Maruti S-Presso,2022,998,Comprehensive,3.0,Silver,4.0,K10C,5,21.7,89.0,1.5933085305042167,65.71,1,4,2,1,19,153,2,108,267
Chennai,Petrol,Sedan,100000,Manual,1,Honda,Honda City,2015,1497,Third Party insurance,4.0,Others,4.0,i VTEC Engine,5,17.4,145.0,1.8718021769015913,117.3,1,4,8,1,7,56,5,83,429
Chennai,Petrol,Sedan,75555,Manual,1,Honda,Honda City,2016,1497,Comprehensive,4.0,Silver,4.0,i VTEC Engine,5,17.8,145.0,1.8453002361560848,117.3,1,4,8,1,7,56,2,108,429
Chennai,Petrol,SUV,60929,Manual,2,Hyundai,Hyundai Creta,2018,1591,Third Party insurance,4.0,Silver,4.0,VTVT Petrol Engine,5,15.8,151.0,2.2844211223663744,121.3,1,4,7,1,8,66,5,108,410
Chennai,Diesel,SUV,78000,Automatic,2,BMW,BMW X5,2009,2993,Comprehensive,6.0,White,4.0,xDrive30d Diesel Engine,5,11.7,540.0,2.6026896854443837,245.0,1,1,7,0,1,18,2,129,462
Chennai,Diesel,SUV,120000,Manual,1,Maruti,Maruti Vitara Brezza,2017,1248,Third Party insurance,4.0,Others,4.0,DDiS 200 Diesel Engine,5,24.3,200.0,2.1972245773362196,88.5,1,1,7,1,19,160,5,83,191
Chennai,Diesel,Sedan,143185,Manual,1,Honda,Honda Amaze,2014,1498,Comprehensive,4.0,Silver,4.0,i-DTEC Diesel Engine,5,25.8,200.0,1.308332819650179,98.6,1,1,8,1,7,52,2,108,431
Chennai,Petrol,Sedan,115434,Manual,1,Maruti,Maruti Ciaz,2017,1373,Comprehensive,4.0,Blue,4.0,k14B VVT Engine,5,20.73,130.0,1.824549292051046,91.1,1,4,8,1,19,142,2,9,438
Chennai,Petrol,Hatchback,43000,Manual,1,Maruti,Maruti Ignis,2018,1197,Third Party insurance,4.0,Blue,4.0,VVT,5,20.89,113.0,1.5686159179138452,81.8,1,4,2,1,19,149,5,9,413
Chennai,Petrol,Hatchback,63309,Manual,1,Honda,Honda Brio,2015,1198,Third Party insurance,4.0,Red,4.0,i-VTEC Engine,5,18.5,109.0,1.4586150226995167,86.8,1,4,2,1,7,54,5,105,435
Chennai,Diesel,Hatchback,150000,Manual,1,Maruti,Maruti Swift,2015,1248,Third Party insurance,4.0,Others,4.0,DDiS Diesel Engine,5,25.2,190.0,1.6094379124341003,74.0,1,1,2,1,19,156,5,83,193
Chennai,Diesel,Sedan,53000,Automatic,1,BMW,BMW 7 Series,2019,2993,Comprehensive,6.0,White,4.0,Diesel Engine,5,16.46,560.0,4.330733340286331,258.0,1,1,8,0,1,14,2,129,209
Chennai,Petrol,Hatchback,39386,Manual,1,Maruti,Maruti Baleno,2019,1197,Third Party insurance,4.0,Blue,4.0,1.2L VVT Engine,5,21.01,113.0,2.066862759472976,81.8,1,4,2,1,19,137,5,9,55
Chennai,Diesel,Sedan,42000,Automatic,1,BMW,BMW 6 Series,2018,2993,Comprehensive,6.0,White,4.0,Diesel Engine,4,17.09,620.0,3.9512437185814275,261.4,1,1,8,0,1,13,2,129,209
Chennai,Petrol,Hatchback,61829,Automatic,1,Maruti,Maruti Baleno,2017,1197,Comprehensive,4.0,Silver,4.0,VVT Petrol Engine,5,21.4,115.0,1.9487632180377197,83.1,1,4,2,0,19,137,2,108,415
Chennai,Petrol,Hatchback,83901,Manual,1,Maruti,Maruti Alto K10,2014,998,Comprehensive,3.0,Grey,4.0,K Series Petrol Engine,5,23.95,90.0,1.0647107369924282,67.05,1,4,2,1,19,136,2,55,260
Chennai,Petrol,Hatchback,33295,Manual,1,Maruti,Maruti Celerio,2014,998,Third Party insurance,3.0,Silver,4.0,K10C,5,25.24,89.0,1.3428648031925547,65.71,1,4,2,1,19,140,5,108,267
Chennai,Petrol,Hatchback,33610,Manual,1,Maruti,Maruti Celerio,2015,998,Comprehensive,3.0,Blue,4.0,K10C,5,25.24,89.0,1.4134230285081433,65.71,1,4,2,1,19,140,2,9,267
Chennai,Diesel,Sedan,95600,Manual,1,Maruti,Maruti Ciaz,2014,1248,Comprehensive,4.0,Grey,4.0,DDIS 200 Engine,5,26.21,200.0,1.8164520818184267,88.5,1,1,8,1,19,142,2,55,186
Chennai,Petrol,Hatchback,20960,Manual,1,Tata,Tata Tiago,2018,1199,Comprehensive,3.0,Silver,4.0,Revotron Engine,5,23.84,114.0,1.6389967146756448,84.0,1,4,2,1,27,238,2,108,322
Chennai,Diesel,Sedan,66000,Automatic,1,BMW,BMW 3 Series,2016,1995,Comprehensive,4.0,Blue,4.0,TwinPower Turbo 4 Cylinder Engine,5,20.37,400.0,3.248434627109745,187.74,1,1,8,0,1,9,2,9,369
Chennai,Petrol,Hatchback,85105,Manual,2,Hyundai,Hyundai i20,2015,1197,Third Party insurance,4.0,White,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.623340817603092,81.83,1,4,2,1,8,81,5,129,291
Chennai,Petrol,Hatchback,44519,Manual,2,Hyundai,Hyundai EON,2016,814,Third Party,3.0,Blue,3.0,Petrol Engine,5,21.1,74.5,1.169381359556317,55.2,1,4,2,1,8,67,4,9,311
Chennai,Petrol,Hatchback,54024,Manual,1,Maruti,Maruti Baleno,2017,1197,Comprehensive,4.0,Grey,4.0,VVT Petrol Engine,5,21.4,115.0,1.749199854809259,83.1,1,4,2,1,19,137,2,55,415
Chennai,Petrol,Hatchback,20027,Manual,1,Maruti,Maruti Baleno,2020,1197,Comprehensive,4.0,Red,4.0,1.2L VVT Engine,5,21.01,113.0,2.1400661634962708,81.8,1,4,2,1,19,137,2,105,55
Chennai,Diesel,Sedan,44000,Automatic,1,Audi,Audi A6,2019,1968,Comprehensive,4.0,Blue,4.0,In Line Diesel Engine,5,18.53,400.0,3.6109179126442243,187.74,1,1,8,0,0,3,2,9,238
Chennai,Diesel,SUV,58000,Automatic,1,Audi,Audi Q3,2014,1968,Comprehensive,4.0,Black,4.0,TDI Diesel Engine,5,15.73,380.0,2.8903717578961645,174.33,1,1,7,0,0,5,2,8,346
Chennai,Diesel,Sedan,67905,Manual,1,Honda,Honda Amaze,2013,1498,Comprehensive,4.0,Red,4.0,i-DTEC Diesel Engine,5,25.8,200.0,1.4469189829363254,98.6,1,1,8,1,7,52,2,105,431
Chennai,Petrol,Hatchback,62604,Manual,1,Maruti,Maruti Baleno,2017,1197,Third Party insurance,4.0,Grey,4.0,1.2L VVT Engine,5,21.01,113.0,1.8718021769015913,81.8,1,4,2,1,19,137,5,55,55
Chennai,Diesel,MUV,120000,Manual,1,Toyota,Toyota Innova,2009,2494,Third Party insurance,4.0,Others,4.0,In-Line Engine,7,12.8,20.4,2.0149030205422647,102.0,1,1,4,1,28,251,5,83,249
Chennai,Diesel,Sedan,105781,Manual,1,Honda,Honda Amaze,2014,1498,Comprehensive,4.0,Grey,4.0,i-DTEC Diesel Engine,5,25.8,200.0,1.5040773967762742,98.6,1,1,8,1,7,52,2,55,431
Chennai,Petrol,Sedan,68724,Manual,1,Maruti,Maruti Ciaz,2017,1373,Third Party insurance,4.0,Red,4.0,k14B VVT Engine,5,20.73,130.0,1.9740810260220096,91.1,1,4,8,1,19,142,5,105,438
Chennai,Petrol,Hatchback,67000,Automatic,1,Maruti,Maruti Celerio,2014,998,Comprehensive,3.0,Grey,4.0,K10B Engine,5,23.1,90.0,1.4469189829363254,67.04,1,4,2,0,19,140,2,55,264
Chennai,Petrol,Hatchback,110273,Manual,2,Hyundai,Hyundai i10,2010,1197,Comprehensive,4.0,Red,4.0,DOHC Engine,5,20.36,111.8,0.8544153281560676,78.9,1,4,2,1,8,80,2,105,201
Chennai,Petrol,Hatchback,65628,Automatic,2,Maruti,Maruti Celerio,2016,998,Comprehensive,3.0,Red,4.0,K10B Engine,5,23.1,90.0,1.4747630091074988,67.04,1,4,2,0,19,140,2,105,264
Chennai,Petrol,Hatchback,106075,Manual,1,Volkswagen,Volkswagen Polo,2014,1198,Third Party insurance,3.0,Grey,4.0,MPI Petrol Engine,5,16.47,110.0,1.410986973710262,74.0,1,4,2,1,29,260,5,55,300
Chennai,Petrol,Hatchback,6023,Manual,1,Maruti,Maruti Ignis,2022,1197,Comprehensive,4.0,Blue,4.0,VVT,5,20.89,113.0,1.9892432737616872,81.8,1,4,2,1,19,149,2,9,413
Chennai,Petrol,Hatchback,38999,Manual,2,Tata,Tata Tiago,2018,1199,Comprehensive,3.0,Red,4.0,Revotron Engine,5,23.84,114.0,1.6134299337036377,84.0,1,4,2,1,27,238,2,105,322
Chennai,Diesel,MUV,105000,Manual,1,Toyota,Toyota Innova Crysta,2018,2393,Comprehensive,7.0,Silver,4.0,2-GD FTV Engine,7,13.68,343.0,3.0204248861443626,147.51,1,1,4,1,28,252,2,108,102
Chennai,Diesel,SUV,7811,Automatic,1,Tata,Tata New Safari,2022,1956,Comprehensive,4.0,Black,4.0,Kryotec 2.0 L Turbocharged Engine,7,14.08,350.0,2.9770590082883697,167.67,1,1,7,0,27,232,2,8,292
Chennai,Petrol,Hatchback,58747,Manual,2,Maruti,Maruti Alto K10,2011,998,Comprehensive,3.0,Copper,4.0,K Series Petrol Engine,5,20.92,90.0,0.7975071958841882,67.1,1,4,2,1,19,136,2,30,260
Chennai,Diesel,SUV,34965,Manual,1,Tata,Tata Harrier,2019,1956,Comprehensive,4.0,White,4.0,Kryotec 2.0LTurbocharged Engine,5,17.0,350.0,2.706048198431537,138.1,1,1,7,1,27,224,2,129,293
Chennai,Diesel,SUV,106360,Manual,2,Ford,Ford Ecosport,2015,1498,Comprehensive,4.0,Blue,2.0,TDCi Diesel Engine,5,22.7,204.0,1.665818245870208,89.84,1,1,7,1,6,45,2,9,345
Chennai,Petrol,Hatchback,162049,Manual,2,Maruti,Maruti Ritz,2010,1197,Comprehensive,4.0,Grey,4.0,K Series Petrol Engine,5,18.5,114.0,0.7419373447293773,85.8,1,4,2,1,19,152,2,55,260
Chennai,Petrol,SUV,26000,Manual,1,Toyota,Toyota Urban cruiser,2021,1462,Comprehensive,4.0,Blue,4.0,k-series1.5l,5,17.03,138.0,2.277267285009756,103.26,1,4,7,1,28,254,2,9,437
Chennai,Petrol,Hatchback,57000,Manual,1,Maruti,Maruti Swift,2020,1197,Comprehensive,4.0,Grey,4.0,VTVT Engine,5,21.21,113.0,1.7833912195575383,81.8,1,4,2,1,19,156,2,55,409
Chennai,Petrol,SUV,49000,Manual,1,Hyundai,Hyundai Creta,2017,1591,Third Party insurance,4.0,White,4.0,VTVT Petrol Engine,5,15.29,151.0,2.0373166153791646,121.3,1,4,7,1,8,66,5,129,410
Chennai,Petrol,Hatchback,30000,Manual,1,Hyundai,Hyundai i20,2022,1197,Comprehensive,4.0,Red,4.0,1.2 l Kappa petrol,5,21.0,114.74,2.1102132003465894,81.8,1,4,2,1,8,81,2,105,42
Chennai,Petrol,Hatchback,40000,Automatic,3,Hyundai,Hyundai i10,2014,1197,Third Party insurance,4.0,Others,4.0,DOHC Kappa2 Engine,5,16.95,111.8,1.208960345836975,78.9,1,4,2,0,8,80,5,83,202
Chennai,Petrol,Hatchback,53250,Automatic,1,Honda,Honda Jazz,2015,1199,Comprehensive,4.0,Orange,4.0,i-VTEC Petrol Engine,5,19.0,110.0,1.7191887763932197,88.7,1,4,2,0,7,59,2,80,436
Chennai,Petrol,Hatchback,8848,Manual,1,Tata,Tata Tiago,2022,1199,Third Party,3.0,Black,4.0,1.2 L Revotron,5,19.01,113.0,1.8702625307159986,84.82,1,4,2,1,27,238,4,8,34
Chennai,Diesel,SUV,3000,Automatic,1,Tata,Tata Harrier,2022,1956,Comprehensive,4.0,Black,4.0,Kryotec 2.0 L Turbocharged Engine,5,14.6,350.0,3.1135153092103742,167.67,1,1,7,0,27,224,2,8,292
Chennai,Petrol,Sedan,34628,Manual,1,Skoda,Skoda Rapid,2021,999,Third Party,3.0,Red,4.0,1.0L TSI Petrol,5,18.97,175.0,2.4069451083182885,108.62,1,4,8,1,26,217,4,105,23
Chennai,Petrol,Hatchback,8579,Manual,1,Maruti,Maruti Ignis,2022,1197,Third Party,4.0,Silver,4.0,VVT,5,20.89,113.0,1.9050881545350582,81.8,1,4,2,1,19,149,4,108,413
Chennai,Petrol,Sedan,40021,Manual,1,Honda,Honda City,2017,1497,Third Party insurance,4.0,Brown,4.0,i VTEC Engine,5,17.8,145.0,2.0731719286662407,117.3,1,4,8,1,7,56,5,14,429
Chennai,Petrol,Hatchback,46946,Manual,2,Hyundai,Hyundai i20,2017,1197,Comprehensive,4.0,Red,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.7698546338400052,81.83,1,4,2,1,8,81,2,105,291
Chennai,Petrol,Hatchback,30772,Automatic,1,Honda,Honda Jazz,2019,1199,Comprehensive,4.0,Silver,4.0,i-VTEC Petrol Engine,5,18.2,110.0,2.0881534822818573,88.7,1,4,2,0,7,59,2,108,436
Chennai,Diesel,Hatchback,74008,Manual,1,Ford,Ford Figo,2012,1399,Comprehensive,4.0,Red,4.0,Diesel Engine,5,20.0,160.0,0.9555114450274363,68.0,1,1,2,1,6,49,2,105,209
Chennai,Diesel,Sedan,31000,Manual,1,Maruti,Maruti Swift Dzire,2017,1248,Comprehensive,4.0,Blue,4.0,DDiS Diesel Engine,5,28.4,190.0,2.028148247292285,74.02,1,1,8,1,19,157,2,9,193
Chennai,Diesel,SUV,20000,Manual,1,Mahindra,Mahindra Bolero,2022,1493,Third Party insurance,3.0,Others,4.0,mHAWK 75 BSVI,7,16.0,210.0,2.3702437414678603,74.96,1,1,7,1,16,114,5,83,446
Chennai,Petrol,Hatchback,20000,Manual,2,Maruti,Maruti Baleno,2020,1197,Third Party insurance,4.0,Others,4.0,1.2L VVT Engine,5,21.01,113.0,1.8718021769015913,81.8,1,4,2,1,19,137,5,83,55
Chennai,Petrol,Hatchback,31137,Automatic,1,Maruti,Maruti S-Presso,2020,998,Third Party insurance,3.0,Orange,4.0,K10B,5,21.7,90.0,1.6486586255873816,67.05,1,4,2,0,19,153,5,80,263
Chennai,Diesel,Sedan,90000,Manual,1,Maruti,Maruti Swift Dzire,2011,1248,Third Party insurance,4.0,Others,4.0,In-Line Engine,5,19.3,190.0,1.252762968495368,73.9,1,1,8,1,19,157,5,83,249
Chennai,Petrol,SUV,77000,Manual,1,Hyundai,Hyundai Creta,2015,1591,Comprehensive,4.0,White,4.0,VTVT Petrol Engine,5,15.8,151.0,2.169053700369523,121.3,1,4,7,1,8,66,2,129,410
Chennai,Diesel,Sedan,16000,Automatic,1,BMW,BMW 3 Series GT,2019,1995,Comprehensive,4.0,White,4.0,TwinPower Turbo 4-Cylinder Diesel Engine,5,21.76,400.0,3.7727609380946383,188.0,1,1,8,0,1,10,2,129,371
Chennai,Diesel,SUV,23000,Automatic,1,Mahindra,Mahindra XUV500,2018,2179,Comprehensive,4.0,Red,4.0,mHawk Diesel Engine,7,16.0,330.0,2.6741486494265287,140.0,1,1,7,0,16,129,2,105,455
Chennai,Petrol,SUV,9000,Manual,1,Mahindra,Mahindra Thar,2022,1997,Comprehensive,4.0,Black,4.0,mStallion 150 TGDi Engine,4,15.2,300.0,2.847812143477369,150.0,1,4,7,1,16,126,2,8,457
Chennai,Petrol,Hatchback,28733,Manual,1,Datsun,Datsun RediGO,2018,799,Third Party insurance,3.0,White,4.0,0.8L Petrol Engine,5,22.7,72.0,1.1052568313867783,53.64,1,4,2,1,4,34,5,129,7
Chennai,Diesel,Sedan,61828,Automatic,1,Hyundai,Hyundai Verna,2018,1582,Zero Dep,4.0,White,4.0,U2 VGT Diesel Engine,5,22.0,259.87,2.3608540011180215,126.2,1,1,8,0,8,78,6,129,388
Chennai,Diesel,MUV,150000,Manual,2,Toyota,Toyota Innova,2007,2494,Third Party insurance,4.0,Others,4.0,In-Line Engine,8,12.8,20.4,1.791759469228055,102.0,1,1,4,1,28,251,5,83,249
Chennai,Petrol,Sedan,60431,Manual,1,Tata,Tata Tigor,2022,1199,Comprehensive,3.0,Maroon,4.0,1.2L Revotron Engine,5,19.28,113.0,1.9768549529047348,84.82,1,4,8,1,27,240,2,62,52
Chennai,Petrol,Hatchback,53269,Manual,1,Maruti,Maruti Celerio X,2018,998,Comprehensive,3.0,Blue,4.0,K10B Petrol Engine,5,21.63,90.0,1.5325568680981427,67.0,1,4,2,1,19,141,2,9,266
Chennai,Petrol,Sedan,37778,Manual,2,Honda,Honda Amaze,2019,1199,Third Party insurance,4.0,Silver,4.0,i-VTEC Petrol Engine,5,19.5,110.0,1.8357763546448294,88.76,1,4,8,1,7,52,5,108,436
Chennai,Petrol,Hatchback,54024,Manual,1,Maruti,Maruti Baleno,2017,1197,Third Party insurance,4.0,Grey,4.0,VVT Petrol Engine,5,21.4,115.0,1.749199854809259,83.1,1,4,2,1,19,137,5,55,415
Chennai,Petrol,SUV,85941,Manual,2,Tata,Tata Nexon,2018,1198,Third Party insurance,3.0,Silver,4.0,Revotron 1.2L Turbocharged engine,5,17.0,170.0,1.884034745337226,108.5,1,4,7,1,27,233,5,108,321
Chennai,Petrol,Hatchback,89329,Automatic,1,Maruti,Maruti Celerio X,2018,998,Comprehensive,3.0,Orange,4.0,K10B Petrol Engine,5,21.63,90.0,1.5623463049002497,67.0,1,4,2,0,19,141,2,80,266
Chennai,Petrol,Hatchback,40000,Manual,2,Tata,Tata Tiago,2019,1199,Third Party insurance,3.0,Others,4.0,Revotron Engine,5,23.84,114.0,1.6094379124341003,84.0,1,4,2,1,27,238,5,83,322
Chennai,Petrol,Hatchback,17000,Manual,1,Maruti,Maruti Swift,2017,1197,Comprehensive,4.0,White,4.0,VTVT Engine,5,21.21,113.0,1.8718021769015913,81.8,1,4,2,1,19,156,2,129,409
Chennai,Petrol,Hatchback,83887,Manual,1,Maruti,Maruti Ignis,2017,1197,Comprehensive,4.0,Blue,4.0,1.2-Litre VVT Petrol Engine,5,20.89,113.0,1.5151272329628591,81.8,1,4,2,1,19,149,2,9,47
Chennai,Diesel,Hatchback,150000,Manual,1,Hyundai,Hyundai i20 Active,2015,1396,Third Party insurance,4.0,Others,4.0,U2 CRDI Diesel Engine,5,21.19,219.66,1.55814461804655,88.73,1,1,2,1,8,82,5,83,380
Chennai,Diesel,MUV,39000,Automatic,1,Toyota,Toyota Innova Crysta,2021,2393,Comprehensive,4.0,White,4.0,2.4L Diesel Engine,7,12.0,360.0,3.332204510175204,148.0,1,1,4,0,28,252,2,129,131
Chennai,Petrol,Sedan,23000,Automatic,1,Hyundai,Hyundai Verna,2018,1591,Comprehensive,4.0,Grey,4.0,VTVT Petrol Engine,5,17.0,151.0,2.277267285009756,121.3,1,4,8,0,8,78,2,55,410
Chennai,Petrol,Sedan,80000,Manual,1,Hyundai,Hyundai Verna,2017,1591,Third Party insurance,4.0,White,4.0,VTVT Petrol Engine,5,17.0,151.0,2.0149030205422647,121.3,1,4,8,1,8,78,5,129,410
Chennai,Petrol,Hatchback,34000,Automatic,1,Maruti,Maruti Celerio,2016,998,Comprehensive,3.0,Golden,4.0,K10B Engine,5,23.1,90.0,1.5789787049493917,67.04,1,4,2,0,19,140,2,49,264
Chennai,Petrol,Hatchback,29973,Manual,1,Maruti,Maruti Celerio,2017,998,Comprehensive,3.0,Blue,4.0,K10B Engine,5,23.1,90.0,1.5260563034950492,67.04,1,4,2,1,19,140,2,9,264
Chennai,Petrol,Sedan,30000,Manual,1,Honda,Honda City,2021,1498,Third Party insurance,4.0,Others,4.0,Water Cooled Inline i-VTEC DOHC with VTC,5,18.6,145.0,2.5376572151735295,119.35,1,4,8,1,7,56,5,83,418
Chennai,Diesel,Hatchback,80805,Manual,2,Hyundai,Hyundai i20 Active,2016,1396,Comprehensive,4.0,White,4.0,U2 CRDI Diesel Engine,5,21.19,219.66,1.7351891177396608,88.73,1,1,2,1,8,82,2,129,380
Chennai,Petrol,Hatchback,26235,Manual,1,Tata,Tata Tiago,2020,1199,Comprehensive,3.0,Silver,4.0,Revotron Engine,5,23.84,114.0,1.8229350866965048,83.83,1,4,2,1,27,238,2,108,322
Chennai,Petrol,Sedan,95963,Manual,0,Honda,Honda City,2017,1497,Third Party insurance,4.0,White,4.0,i VTEC Engine,5,17.8,145.0,1.840549633397487,117.3,1,4,8,1,7,56,5,129,429
Chennai,Petrol,SUV,83294,Manual,1,Hyundai,Hyundai Creta,2018,1591,Comprehensive,4.0,Red,4.0,VTVT Petrol Engine,5,15.8,151.0,2.122261538862764,121.3,1,4,7,1,8,66,2,105,410
Chennai,Petrol,Hatchback,102696,Manual,1,Maruti,Maruti Baleno,2019,1197,Comprehensive,4.0,Grey,4.0,VVT Petrol Engine,5,21.4,115.0,1.8484548129046001,83.1,1,4,2,1,19,137,2,55,415
Chennai,Diesel,Hatchback,57206,Manual,2,Hyundai,Hyundai i20,2019,1396,Comprehensive,4.0,Red,4.0,U2 CRDI Diesel Engine,5,22.54,224.0,1.8484548129046001,88.76,1,1,2,1,8,81,2,105,380
Chennai,Diesel,Hatchback,120000,Manual,2,Ford,Ford Figo,2013,1399,Third Party insurance,4.0,Others,2.0,Duratorq Diesel Engine,5,20.0,160.0,1.0986122886681098,68.05,1,1,2,1,6,49,5,83,217
Chennai,Petrol,Hatchback,81829,Manual,1,Hyundai,Hyundai i20,2017,1197,Comprehensive,4.0,Red,4.0,Kappa VTVT Petrol Engine,5,18.6,114.7,1.8825138324965192,81.83,1,4,2,1,8,81,2,105,291
Chennai,Petrol,Hatchback,54395,Manual,2,Maruti,Maruti Celerio,2014,998,Third Party,3.0,Red,4.0,K10C,5,25.24,89.0,1.3609765531356006,65.71,1,4,2,1,19,140,4,105,267
Chennai,Diesel,Sedan,50000,Manual,1,Tata,Tata Tigor,2019,1047,Third Party insurance,3.0,Others,4.0,Revotorq Engine,5,24.7,140.0,1.824549292051046,69.0,1,1,8,1,27,240,5,83,318
Chennai,Petrol,Sedan,70000,Manual,2,Volkswagen,Volkswagen Ameo,2017,1198,Third Party insurance,3.0,Others,4.0,MPI Petrol Engine,5,17.0,110.0,1.536867219599265,73.75,1,4,8,1,29,256,5,83,300
